2004-08-08 06:15:00.000000+0:00,3181,0,83,60,,54.8,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3061,0,88,52,,48.6,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3101,2,69,60,,49.8,265,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3046,1,75,60,,52.1,305,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3141,0,,57,,,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3166,0,,53,,,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3067,0,84,56,,51.3,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3188,0,95,53,,51.6,78,2,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3165,1,84,56,,51.3,0,2,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3102,0,79,58,,51.5,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3116,0,84,55,,50.3,157,3,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3155,0,79,63,,56.4,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3055,0,86,54,,49.9,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3180,0,80,60,,53.8,239,2,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3095,0,83,56,,50.9,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3085,0,55,65,,48.5,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3172,0,82,58,,52.6,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3068,0,83,61,,55.8,287,3,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3178,0,79,59,,52.5,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3251,0,93,55,,53,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3164,0,83,63,,57.8,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3177,2,74,60,,51.7,240,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3062,0,83,65,,59.7,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3072,0,68,61,,50.4,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3250,0,94,53,,51.3,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3083,0,86,57,,52.9,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3390,1,64,63,,50.6,320,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3019,0,87,61,,57.1,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3029,0,84,57,,52.2,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3034,10,72,77,,67.3,20,12,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3408,1,93,57,,55,349,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3205,0,90,55,,52.1,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3324,0,95,55,,53.6,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3298,0,97,54,,53.2,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3371,0,88,77,,73.2,51,4,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3325,0,100,55,,55,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3337,0,79,59,,52.5,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3302,0,80,78,,71.3,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3413,0,69,61,,50.8,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3443,0,92,55,,52.7,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3264,0,92,52,,49.8,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3002,0,75,57,,49.2,268,1,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3345,0,84,56,,51.3,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3357,0,,58,,,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3270,0,95,59,,57.6,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3013,0,76,67,,59.2,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3289,0,92,53,,50.8,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3311,0,97,77,,76.1,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3392,0,,62,,,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3355,0,92,60,,57.7,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3246,0,91,61,,58.4,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3193,0,61,63,,49.4,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3220,0,87,62,,58.1,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3350,0,70,58,,48.3,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3000,2,100,57,,57,311,6,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3285,0,71,57,,47.7,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3223,0,56,62,,46.1,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3230,0,62,66,,52.6,164,2,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3356,0,96,56,,54.9,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3432,0,73,58,,49.4,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3248,1,81,58,,52.2,285,2,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3216,0,97,58,,57.2,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3375,1,83,55,,50,301,3,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3422,0,93,62,,60,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3292,2,76,68,,60.2,287,3,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3361,0,92,57,,54.7,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3026,0,100,60,,60,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3349,1,73,66,,57.1,178,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3207,0,98,61,,60.4,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3042,0,85,64,,59.4,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3372,1,87,76,,71.9,357,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3415,0,71,63,,53.5,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3023,0,90,59,,56.1,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3420,7,69,75,,64.1,143,7,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3496,0,87,59,,55.2,298,1,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3457,0,89,61,,57.8,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3494,0,80,58,,51.9,0,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3464,0,94,60,,58.3,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3470,0,90,61,,58.1,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3488,0,74,59,,50.7,0,0,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3458,2,97,75,,74.1,67,,,,,,,,,
2004-08-08 06:15:00.000000+0:00,3481,0,97,57,,56.2,0,0,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3478,0,77,59,,51.8,0,,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3471,0,94,52,,50.3,0,0,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3469,0,82,58,,52.6,0,0,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3460,0,92,54,,51.7,0,0,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3497,0,74,56,,47.8,306,1,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3069,0,97,62,,61.2,0,0,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3175,1,75,65,,56.9,347,,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3112,0,78,58,,51.2,0,,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3139,0,72,53,,44.2,0,0,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3128,0,79,64,,57.4,0,0,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3065,8,64,77,,63.9,228,,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3057,0,94,60,,58.3,0,0,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3160,0,80,63,,56.7,0,,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3182,3,73,61,,52.3,335,,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3329,0,100,60,,60,0,0,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3427,0,83,59,,53.9,0,,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3212,0,100,52,,52,0,0,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3217,4,86,54,,49.9,0,,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3241,5,69,63,,52.7,150,10,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3424,0,83,58,,52.9,0,,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3284,0,76,59,,51.5,90,1,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3007,0,73,62,,53.3,0,,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3273,0,67,65,,53.8,0,0,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3011,5,58,78,,62,49,14,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3353,2,73,68,,59,158,,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3338,2,86,81,,76.4,91,5,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3312,0,79,56,,49.6,167,2,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3040,0,92,60,,57.7,0,0,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3037,0,0,0,,0,0,,,,,,,,,
2004-08-08 06:25:00.000000+0:00,3229,0,92,54,,51.7,298,2,,,,,,,,
2004-08-08 06:25:00.000000+0:00,3089,0,81,58,,52.2,0,0,,,,,,,,
2004-08-08 06:25:00.000000+0:00,3279,0,89,54,,50.9,0,0,,,,,,,,
2004-08-08 06:25:00.000000+0:00,3171,0,88,54,,50.5,271,2,,,,,,,,
2004-08-08 06:25:00.000000+0:00,3432,0,73,58,,49.4,0,0,,,,,,,,
2004-08-08 06:25:00.000000+0:00,3155,0,79,63,,56.4,0,,,,,,,,,
2004-08-08 06:25:00.000000+0:00,3223,0,57,62,,46.6,0,0,,,,,,,,
2004-08-08 06:25:00.000000+0:00,3304,0,88,75,,71.2,0,0,,,,,,,,
2004-08-08 06:25:00.000000+0:00,3327,0,86,79,,74.5,0,0,,,,,,,,
2004-08-08 06:25:00.000000+0:00,3470,0,90,61,,58.1,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3262,0,91,55,,52.4,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3350,0,70,58,,48.3,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3041,0,91,65,,62.3,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3443,0,92,54,,51.7,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3390,1,65,63,,51.1,320,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3427,0,82,59,,53.5,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3325,0,100,54,,54,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3408,1,94,57,,55.3,35,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3307,0,98,51,,50.5,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3019,0,88,60,,56.5,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3344,1,84,62,,57.1,268,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3337,0,79,59,,52.5,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3346,0,83,58,,52.9,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3371,0,88,77,,73.2,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3029,0,83,56,,50.9,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3345,0,83,56,,50.9,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3002,0,75,57,,49.2,265,2,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3264,0,93,52,,50.1,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3028,0,79,61,,54.5,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3205,0,91,55,,52.4,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3204,0,93,54,,52,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3000,3,100,57,,57,318,5,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3219,0,84,56,,51.3,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3013,0,79,67,,60.3,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3270,0,95,59,,57.6,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3009,0,54,59,,42.4,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3246,0,92,61,,58.7,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3099,0,85,65,,60.4,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3230,0,63,66,,53.1,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3285,0,72,57,,48.1,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3437,0,88,60,,56.5,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3046,0,76,59,,51.5,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3216,0,97,58,,57.2,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3190,0,84,59,,54.2,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3422,0,93,62,,60,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3047,0,79,61,,54.5,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3004,5,53,34,,18.7,45,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3289,0,91,53,,50.5,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3397,0,95,59,,57.6,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3328,0,99,50,,49.7,210,2,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3055,0,86,54,,49.9,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3101,4,70,60,,50.2,282,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3220,0,88,62,,58.4,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3097,2,84,54,,49.3,272,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3451,0,96,76,,74.8,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3141,0,,57,,,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3260,0,69,66,,55.5,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3292,2,76,68,,60.2,286,2,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3166,0,,53,,,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3276,0,98,50,,49.5,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3034,4,72,77,,67.3,51,8,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3424,0,84,58,,53.2,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3298,0,97,54,,53.2,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3188,0,96,53,,51.9,94,1,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3372,0,86,77,,72.5,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3118,2,93,55,,53,290,6,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3026,0,100,60,,60,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3193,0,61,63,,49.4,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3439,0,58,66,,50.8,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3248,1,83,57,,51.9,287,2,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3165,0,86,56,,51.9,0,1,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3420,5,68,75,,63.7,159,6,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3042,0,86,63,,58.8,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3349,0,74,66,,57.5,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3251,0,93,55,,53,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3023,0,90,58,,55.1,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3388,0,79,65,,58.3,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3324,0,95,56,,54.6,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3296,0,75,58,,50.1,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3180,2,79,60,,53.5,338,5,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3415,0,72,63,,53.8,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3178,0,79,58,,51.5,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3311,0,98,76,,75.4,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3294,0,92,57,,54.7,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3430,0,79,56,,49.6,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3355,0,93,60,,58,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3413,0,71,61,,51.5,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3095,0,84,56,,51.3,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3496,0,87,59,,55.2,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3464,0,93,60,,58,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3132,0,100,76,,76,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3085,0,55,65,,48.5,318,4,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3068,0,83,61,,55.8,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3458,3,97,75,,74.1,80,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3172,0,82,58,,52.6,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3061,0,88,52,,48.6,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3498,0,88,57,,53.5,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3457,0,89,61,,57.8,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3142,0,99,58,,57.7,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3494,1,80,57,,50.9,223,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3164,0,84,62,,57.1,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3181,0,84,59,,54.2,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3062,0,83,64,,58.7,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3084,0,98,54,,53.5,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3177,2,75,59,,51.1,296,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3083,0,87,57,,53.2,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3128,0,78,64,,57,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3067,0,85,55,,50.6,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3116,0,86,55,,50.9,143,3,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3182,3,74,61,,52.7,298,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3250,0,95,52,,50.6,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3175,0,75,65,,56.9,0,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3163,0,93,59,,57,0,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3065,8,64,77,,63.9,230,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3102,0,80,57,,50.9,0,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3112,0,79,58,,51.5,0,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3057,0,95,59,,57.6,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3139,0,71,52,,42.9,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3160,0,81,63,,57.1,0,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3072,0,68,61,,50.4,0,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3069,0,96,63,,61.9,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3497,0,75,56,,48.2,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3469,0,83,57,,51.9,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3488,0,74,59,,50.7,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3489,12,80,57,,50.9,278,17,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3471,0,95,52,,50.6,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3460,0,92,55,,52.7,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3310,0,83,55,,50,290,2,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3040,0,91,60,,57.4,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3353,2,73,68,,59,158,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3286,0,94,54,,52.3,0,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3241,5,68,63,,52.3,165,10,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3323,0,92,56,,53.7,0,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3312,0,81,55,,49.3,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3329,0,100,60,,60,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3273,0,69,65,,54.6,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3011,7,59,78,,62.5,58,14,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3357,0,,58,,,0,,,,,,,,,
